"zone","V:0","V:1","V:2","p","T","rho","mach","cp","cf:0","cf:1","cf:2","pressureforce:0","pressureforce:1","pressureforce:2","pressuremoment:0","pressuremoment:1","pressuremoment:2","frictionforce:0","frictionforce:1","frictionforce:2","frictionmoment:0","frictionmoment:1","frictionmoment:2","eddy","yplus","var_6","var_7","Cell Type"
4,0,0,0,1.0074e+005,301.04,1.166,0,-0.36748,0.0042068,-1.9477e-018,0.00010915,-7.1007e-005,-0,0.0027366,-0.0013683,-0.00067894,-3.5504e-005,3.1339e-005,-1.451e-020,8.1316e-007,1.1669e-007,-2.6808e-023,7.8564e-011,0,0.11145,0,1.4776e+008,3
4,0,0,0,1.0073e+005,301.04,1.1659,0,-0.37133,0.0042451,-3.0322e-018,0.00012854,-8.2168e-005,-0,0.0027136,-0.0013568,-0.00065387,-4.1084e-005,3.1036e-005,-2.2169e-020,9.3978e-007,1.134e-007,-3.9036e-023,1.0398e-010,0,0.11196,0,1.4774e+008,3
4,0,0,0,1.0073e+005,301.04,1.1658,0,-0.37504,0.0042833,-1.245e-018,0.0001486,-9.3252e-005,-0,0.0026879,-0.0013439,-0.0006289,-4.6626e-005,3.0716e-005,-8.928e-021,1.0657e-006,1.1007e-007,-1.4971e-023,1.3249e-010,0,0.11248,0,1.4773e+008,3
4,0,0,0,1.0072e+005,301.04,1.1658,0,-0.3786,0.0043216,-8.4212e-018,0.00016935,-0.00010422,-0,0.0026597,-0.0013298,-0.00060409,-5.2111e-005,3.0382e-005,-5.9204e-020,1.1906e-006,1.0672e-007,-9.4467e-023,1.6387e-010,0,0.11299,0,1.4772e+008,3
4,0,0,0,1.0072e+005,301.04,1.1657,0,-0.382,0.0043598,-3.2949e-018,0.00019078,-0.00011505,-0,0.0026291,-0.0013145,-0.00057953,-5.7523e-005,3.0034e-005,-2.2699e-020,1.3143e-006,1.0335e-007,-3.4436e-023,1.9791e-010,0,0.1135,0,1.4771e+008,3
4,0,0,0,1.0071e+005,301.03,1.1657,0,-0.38525,0.004398,-1.1943e-018,0.00021292,-0.00012569,-0,0.0025962,-0.0012981,-0.00055527,-6.2844e-005,2.9673e-005,-8.0581e-021,1.4365e-006,9.9985e-008,-1.1614e-023,2.3434e-010,0,0.11401,0,1.4769e+008,3
4,0,0,0,1.0071e+005,301.03,1.1656,0,-0.38833,0.0044362,-1.8032e-019,0.00023576,-0.00013612,-0,0.0025612,-0.0012806,-0.00053136,-6.8059e-005,2.93e-005,-1.191e-021,1.5572e-006,9.6623e-008,-1.6296e-024,2.7291e-010,0,0.11453,0,1.4768e+008,3
4,0,0,0,1.007e+005,301.03,1.1656,0,-0.39125,0.0044743,-1.568e-018,0.00025933,-0.0001463,-0,0.0025242,-0.0012621,-0.00050785,-7.3151e-005,2.8915e-005,-1.0133e-020,1.6759e-006,9.3275e-008,-1.3153e-023,3.1334e-010,0,0.11504,0,1.4766e+008,3
4,0,0,0,1.007e+005,301.03,1.1655,0,-0.394,0.0045124,-5.5061e-018,0.00028363,-0.00015622,-0,0.0024853,-0.0012426,-0.0004848,-7.8108e-005,2.852e-005,-3.48e-020,1.7927e-006,8.995e-008,-4.282e-023,3.5538e-010,0,0.11555,0,1.4764e+008,3
4,0,0,0,1.0069e+005,301.03,1.1655,0,-0.39657,0.0045504,-2.256e-018,0.00030868,-0.00016583,-0,0.0024446,-0.0012223,-0.00046224,-8.2915e-005,2.8115e-005,-1.3938e-020,1.9072e-006,8.6655e-008,-1.6246e-023,3.9875e-010,0,0.11606,0,1.4763e+008,3
4,0,0,0,1.0069e+005,301.03,1.1655,0,-0.39897,0.0045883,-6.0036e-018,0.00033447,-0.00017512,-0,0.0024023,-0.0012012,-0.00044021,-8.756e-005,2.7701e-005,-3.6245e-020,2.0193e-006,8.3396e-008,-3.9991e-023,4.4316e-010,0,0.11657,0,1.4761e+008,3
4,0,0,0,1.0068e+005,301.02,1.1654,0,-0.40119,0.0046261,-1.1447e-017,0.00036104,-0.00018406,-0,0.0023585,-0.0011792,-0.00041874,-9.2032e-005,2.7278e-005,-6.7497e-020,2.1289e-006,8.0181e-008,-7.045e-023,4.8836e-010,0,0.11708,0,1.4759e+008,3
4,0,0,0,1.0068e+005,301.02,1.1654,0,-0.40323,0.0046638,-4.9451e-018,0.00038838,-0.00019264,-0,0.0023133,-0.0011567,-0.00039786,-9.6321e-005,2.6849e-005,-2.8468e-020,2.2358e-006,7.7016e-008,-2.8089e-023,5.3408e-010,0,0.11758,0,1.4757e+008,3
4,0,0,0,1.0068e+005,301.02,1.1654,0,-0.40509,0.0047013,-2.4117e-018,0.00041651,-0.00020084,-0,0.0022669,-0.0011335,-0.0003776,-0.00010042,2.6412e-005,-1.3549e-020,2.34e-006,7.3904e-008,-1.263e-023,5.8006e-010,0,0.11809,0,1.4755e+008,3
4,0,0,0,1.0068e+005,301.02,1.1653,0,-0.40675,0.0047385,-4.0068e-019,0.00044543,-0.00020863,-0,0.0022194,-0.0011097,-0.00035796,-0.00010431,2.5969e-005,-2.1959e-021,2.4411e-006,7.0849e-008,-1.9325e-024,6.2604e-010,0,0.11859,0,1.4753e+008,3
4,0,0,0,1.0067e+005,301.02,1.1653,0,-0.40823,0.0047755,-2.4717e-018,0.00047516,-0.000216,-0,0.0021709,-0.0010855,-0.00033898,-0.000108,2.5521e-005,-1.3209e-020,2.5393e-006,6.7857e-008,-1.0968e-023,6.7179e-010,0,0.1191,0,1.4751e+008,3
4,0,0,0,1.0067e+005,301.01,1.1653,0,-0.40952,0.0048123,1.3025e-018,0.00050572,-0.00022295,-0,0.0021216,-0.0010608,-0.00032064,-0.00011148,2.5068e-005,6.7849e-021,2.6343e-006,6.4934e-008,5.3125e-024,7.171e-010,0,0.1196,0,1.4748e+008,3
4,0,0,0,1.0067e+005,301.01,1.1653,0,-0.41061,0.0048489,1.8143e-018,0.00053712,-0.00022946,-0,0.0020715,-0.0010357,-0.00030298,-0.00011473,2.4611e-005,9.2087e-021,2.7263e-006,6.2081e-008,6.7949e-024,7.6177e-010,0,0.1201,0,1.4746e+008,3
4,0,0,0,1.0067e+005,301.01,1.1653,0,-0.4115,0.0048853,-6.8573e-019,0.0005694,-0.00023552,-0,0.0020207,-0.0010104,-0.00028598,-0.00011776,2.4152e-005,-3.3902e-021,2.815e-006,5.9302e-008,-2.356e-024,8.056e-010,0,0.1206,0,1.4743e+008,3
4,0,0,0,1.0067e+005,301.01,1.1653,0,-0.41219,0.0049215,-3.9683e-018,0.00060255,-0.00024113,-0,0.0019695,-0.00098475,-0.00026964,-0.00012057,2.3691e-005,-1.9103e-020,2.9006e-006,5.6599e-008,-1.2496e-023,8.4842e-010,0,0.1211,0,1.4741e+008,3
4,0,0,0,1.0067e+005,301.01,1.1653,0,-0.41268,0.0049574,-4.4431e-018,0.00063661,-0.00024628,-0,0.0019179,-0.00095893,-0.00025397,-0.00012314,2.3228e-005,-2.0818e-020,2.9828e-006,5.3975e-008,-1.2812e-023,8.9007e-010,0,0.12159,0,1.4738e+008,3
4,0,0,0,1.0067e+005,301,1.1653,0,-0.41296,0.0049931,-7.1977e-019,0.00067159,-0.00025097,-0,0.0018659,-0.00093297,-0.00023897,-0.00012549,2.2764e-005,-3.2815e-021,3.0619e-006,5.143e-008,-1.8989e-024,9.3041e-010,0,0.12209,0,1.4735e+008,3
4,0,0,0,1.0067e+005,301,1.1653,0,-0.41303,0.0050286,-1.1902e-017,0.0007075,-0.00025519,-0,0.0018138,-0.00090689,-0.00022461,-0.0001276,2.23e-005,-5.278e-020,3.1376e-006,4.8965e-008,-2.8702e-023,9.693e-010,0,0.12259,0,1.4732e+008,3
4,0,0,0,1.0067e+005,301,1.1653,0,-0.41288,0.0050637,-2.5111e-018,0.00074438,-0.00025896,-0,0.0017615,-0.00088077,-0.0002109,-0.00012948,2.1836e-005,-1.0829e-020,3.21e-006,4.6581e-008,-5.5312e-024,1.0066e-009,0,0.12309,0,1.4729e+008,3
4,0,0,0,1.0067e+005,301,1.1653,0,-0.41252,0.0050985,-9.1232e-018,0.00078225,-0.00026225,-0,0.0017093,-0.00085464,-0.00019782,-0.00013113,2.1373e-005,-3.8244e-020,3.2792e-006,4.4279e-008,-1.834e-023,1.0423e-009,0,0.12358,0,1.4726e+008,3
4,0,0,0,1.0067e+005,301,1.1653,0,-0.41193,0.005133,-4.2038e-018,0.00082113,-0.00026508,-0,0.0016571,-0.00082853,-0.00018536,-0.00013254,2.0911e-005,-1.7125e-020,3.3451e-006,4.2059e-008,-7.7061e-024,1.0763e-009,0,0.12408,0,1.4722e+008,3
4,0,0,0,1.0067e+005,301,1.1653,0,-0.41112,0.0051671,-8.0157e-018,0.00086102,-0.00026745,-0,0.001605,-0.0008025,-0.00017351,-0.00013373,2.045e-005,-3.1724e-020,3.4077e-006,3.9918e-008,-1.3389e-023,1.1084e-009,0,0.12457,0,1.4719e+008,3
4,0,0,0,1.0067e+005,300.99,1.1654,0,-0.41008,0.0052005,-4.9478e-018,0.00090193,-0.00026937,-0,0.0015532,-0.00077658,-0.00016225,-0.00013468,1.9991e-005,-1.9019e-020,3.467e-006,3.7857e-008,-7.525e-024,1.1387e-009,0,0.12506,0,1.4715e+008,3
4,0,0,0,1.0067e+005,300.99,1.1654,0,-0.40879,0.0052334,2.7814e-019,0.00094389,-0.00027082,-0,0.0015016,-0.00075078,-0.00015156,-0.00013541,1.9533e-005,1.0381e-021,3.523e-006,3.5875e-008,3.8488e-025,1.167e-009,0,0.12555,0,1.4712e+008,3
4,0,0,0,1.0068e+005,300.99,1.1654,0,-0.40727,0.0052657,-7.8665e-018,0.00098694,-0.00027184,-0,0.0014503,-0.00072517,-0.00014142,-0.00013592,1.9079e-005,-2.8502e-020,3.5759e-006,3.3971e-008,-9.8972e-024,1.1934e-009,0,0.12603,0,1.4708e+008,3
4,0,0,0,1.0068e+005,300.99,1.1655,0,-0.40551,0.0052977,-4.9069e-018,0.0010312,-0.00027241,-0,0.0013996,-0.00069979,-0.00013183,-0.00013621,1.8628e-005,-1.7253e-020,3.6257e-006,3.2146e-008,-5.6092e-024,1.2179e-009,0,0.12652,0,1.4704e+008,3
4,0,0,0,1.0068e+005,300.99,1.1655,0,-0.40347,0.0053291,-1.9195e-017,0.0010765,-0.00027254,-0,0.0013492,-0.00067459,-0.00012276,-0.00013627,1.818e-005,-6.5484e-020,3.6725e-006,3.0397e-008,-1.9924e-023,1.2404e-009,0,0.12701,0,1.4699e+008,3
4,0,0,0,1.0068e+005,300.98,1.1656,0,-0.40117,0.0053598,-2.0406e-017,0.001123,-0.00027224,-0,0.0012993,-0.00064966,-0.00011418,-0.00013612,1.7736e-005,-6.7525e-020,3.7162e-006,2.8722e-008,-1.9219e-023,1.2609e-009,0,0.12749,0,1.4695e+008,3
4,0,0,0,1.0069e+005,300.98,1.1656,0,-0.39863,0.0053899,-4.6798e-018,0.0011707,-0.00027153,-0,0.0012501,-0.00062503,-0.00010609,-0.00013576,1.7296e-005,-1.5018e-020,3.7569e-006,2.712e-008,-3.9969e-024,1.2795e-009,0,0.12797,0,1.469e+008,3
4,0,0,0,1.0069e+005,300.98,1.1657,0,-0.3958,0.0054194,8.9577e-018,0.0012197,-0.00027039,-0,0.0012014,-0.00060069,-9.8467e-005,-0.0001352,1.6861e-005,2.787e-020,3.7949e-006,2.559e-008,6.9335e-024,1.2963e-009,0,0.12845,0,1.4686e+008,3
4,0,0,0,1.007e+005,300.98,1.1657,0,-0.39266,0.0054481,-1.0004e-017,0.00127,-0.00026883,-0,0.0011533,-0.00057663,-9.1277e-005,-0.00013441,1.643e-005,-3.0171e-020,3.83e-006,2.4129e-008,-7.0136e-024,1.3111e-009,0,0.12893,0,1.4681e+008,3
4,0,0,0,1.007e+005,300.98,1.1658,0,-0.38924,0.0054757,-1.4509e-017,0.0013214,-0.00026687,-0,0.0011059,-0.00055293,-8.4517e-005,-0.00013344,1.6004e-005,-4.2404e-020,3.8621e-006,2.2734e-008,-9.2075e-024,1.324e-009,0,0.1294,0,1.4676e+008,3
4,0,0,0,1.0071e+005,300.98,1.1659,0,-0.38552,0.0055024,-2.7259e-018,0.0013742,-0.00026453,-0,0.0010592,-0.0005296,-7.8164e-005,-0.00013226,1.5582e-005,-7.7193e-021,3.8914e-006,2.1405e-008,-1.5651e-024,1.3351e-009,0,0.12987,0,1.467e+008,3
4,0,0,0,1.0072e+005,300.97,1.166,0,-0.38148,0.0055279,-3.8488e-018,0.0014282,-0.00026178,-0,0.0010132,-0.00050661,-7.2197e-005,-0.00013089,1.5164e-005,-1.0558e-020,3.9179e-006,2.0138e-008,-1.9982e-024,1.3443e-009,0,0.13034,0,1.4665e+008,3
4,0,0,0,1.0072e+005,300.97,1.1661,0,-0.37709,0.0055517,-1.0726e-018,0.0014834,-0.00025863,-0,0.00096792,-0.00048396,-6.6594e-005,-0.00012932,1.475e-005,-2.8497e-021,3.9413e-006,1.893e-008,-5.0325e-025,1.3516e-009,0,0.13079,0,1.4659e+008,3
4,0,0,0,1.0073e+005,300.97,1.1662,0,-0.37238,0.0055738,5.414e-018,0.0015398,-0.00025511,-0,0.00092344,-0.00046172,-6.1345e-005,-0.00012756,1.434e-005,1.3929e-020,3.9616e-006,1.778e-008,2.2946e-024,1.357e-009,0,0.13123,0,1.4653e+008,3
4,0,0,0,1.0074e+005,300.97,1.1663,0,-0.36732,0.0055944,-2.8314e-018,0.0015976,-0.00025123,-0,0.00087977,-0.00043989,-5.6431e-005,-0.00012561,1.3935e-005,-7.0526e-021,3.9792e-006,1.6688e-008,-1.0835e-024,1.3608e-009,0,0.13167,0,1.4647e+008,3
4,0,0,0,1.0075e+005,300.97,1.1664,0,-0.3619,0.0056136,-4.5121e-018,0.0016566,-0.00024697,-0,0.00083689,-0.00041844,-5.1833e-005,-0.00012348,1.3535e-005,-1.0879e-020,3.9942e-006,1.565e-008,-1.5582e-024,1.3629e-009,0,0.1321,0,1.4641e+008,3
4,0,0,0,1.0076e+005,300.96,1.1665,0,-0.35608,0.0056313,-2.0022e-018,0.001717,-0.00024233,-0,0.00079478,-0.00039739,-4.7533e-005,-0.00012117,1.3141e-005,-4.6722e-021,4.0067e-006,1.4665e-008,-6.2369e-025,1.3634e-009,0,0.13252,0,1.4634e+008,3
4,0,0,0,1.0077e+005,300.96,1.1666,0,-0.34985,0.0056473,-3.2763e-018,0.0017788,-0.00023733,-0,0.00075347,-0.00037674,-4.3515e-005,-0.00011866,1.2752e-005,-7.3979e-021,4.0166e-006,1.3732e-008,-9.2018e-025,1.3624e-009,0,0.13294,0,1.4627e+008,3
4,0,0,0,1.0078e+005,300.96,1.1667,0,-0.34323,0.0056615,1.8632e-019,0.0018419,-0.00023198,-0,0.00071304,-0.00035652,-3.9769e-005,-0.00011599,1.2368e-005,4.0704e-022,4.024e-006,1.2848e-008,4.7163e-026,1.3599e-009,0,0.13335,0,1.462e+008,3
4,0,0,0,1.0079e+005,300.96,1.1669,0,-0.33617,0.0056741,-1.1344e-017,0.0019065,-0.00022628,-0,0.00067345,-0.00033672,-3.6276e-005,-0.00011314,1.1991e-005,-2.3973e-020,4.0291e-006,1.2011e-008,-2.5869e-024,1.356e-009,0,0.13375,0,1.4612e+008,3
4,0,0,0,1.008e+005,300.96,1.167,0,-0.32867,0.0056846,-1.2014e-017,0.0019724,-0.00022022,-0,0.00063469,-0.00031734,-3.3022e-005,-0.00011011,1.1619e-005,-2.4556e-020,4.0317e-006,1.1219e-008,-2.4672e-024,1.3507e-009,0,0.13415,0,1.4605e+008,3
4,0,0,0,1.0081e+005,300.96,1.1672,0,-0.32069,0.0056928,-1.3749e-018,0.0020396,-0.00021381,-0,0.00059677,-0.00029839,-2.9993e-005,-0.00010691,1.1253e-005,-2.7177e-021,4.0317e-006,1.047e-008,-2.5418e-025,1.344e-009,0,0.13453,0,1.4597e+008,3
4,0,0,0,1.0083e+005,300.95,1.1673,0,-0.31222,0.0056983,4.3042e-018,0.002108,-0.00020705,-0,0.00055969,-0.00027984,-2.7176e-005,-0.00010352,1.0891e-005,8.2267e-021,4.0291e-006,9.7619e-009,7.1608e-025,1.3359e-009,0,0.13489,0,1.4588e+008,3
4,0,0,0,1.0084e+005,300.95,1.1675,0,-0.30323,0.0057012,-1.7995e-017,0.0021776,-0.00019993,-0,0.00052344,-0.00026172,-2.4558e-005,-9.9965e-005,1.0535e-005,-3.3252e-020,4.024e-006,9.0929e-009,-2.6931e-024,1.3266e-009,0,0.13525,0,1.458e+008,3
4,0,0,0,1.0086e+005,300.95,1.1677,0,-0.29373,0.0057016,-5.3418e-018,0.0022485,-0.00019249,-0,0.00048811,-0.00024405,-2.2132e-005,-9.6246e-005,1.0185e-005,-9.5418e-021,4.0165e-006,8.462e-009,-7.1893e-025,1.316e-009,0,0.13559,0,1.4571e+008,3
4,0,0,0,1.0087e+005,300.95,1.1679,0,-0.28367,0.0056993,-5.974e-018,0.0023207,-0.00018469,-0,0.00045359,-0.0002268,-1.9879e-005,-9.2347e-005,9.8399e-006,-1.0314e-020,4.0067e-006,7.8672e-009,-7.2282e-025,1.3044e-009,0,0.13592,0,1.4561e+008,3
4,0,0,0,1.0089e+005,300.95,1.1681,0,-0.27304,0.005694,-5.5725e-018,0.0023939,-0.00017657,-0,0.00041998,-0.00020999,-1.7795e-005,-8.8285e-005,9.5007e-006,-9.2979e-021,3.9943e-006,7.3067e-009,-6.0596e-025,1.2915e-009,0,0.13623,0,1.4552e+008,3
4,0,0,0,1.0091e+005,300.94,1.1683,0,-0.26179,0.0056851,-3.0953e-018,0.002468,-0.00016808,-0,0.00038718,-0.00019359,-1.5863e-005,-8.4041e-005,9.1661e-006,-4.9906e-021,3.9793e-006,6.7782e-009,-3.0241e-025,1.2775e-009,0,0.13652,0,1.4542e+008,3
4,0,0,0,1.0093e+005,300.94,1.1685,0,-0.24995,0.0056719,-2.8689e-018,0.0025427,-0.00015928,-0,0.00035531,-0.00017766,-1.408e-005,-7.9642e-005,8.8358e-006,-4.4692e-021,3.961e-006,6.2801e-009,-2.5176e-025,1.2621e-009,0,0.13678,0,1.4531e+008,3
4,0,0,0,1.0095e+005,300.94,1.1688,0,-0.23743,0.005653,-4.2755e-018,0.0026173,-0.00015013,-0,0.00032426,-0.00016213,-1.2432e-005,-7.5063e-005,8.5078e-006,-6.4345e-021,3.9389e-006,5.8096e-009,-3.3692e-025,1.2453e-009,0,0.137,0,1.452e+008,3
4,0,0,0,1.0097e+005,300.94,1.169,0,-0.22425,0.0056274,-7.4807e-018,0.002691,-0.00014064,-0,0.00029412,-0.00014706,-1.0913e-005,-7.0322e-005,8.1812e-006,-1.0875e-020,3.9121e-006,5.3651e-009,-5.2923e-025,1.2268e-009,0,0.13716,0,1.4509e+008,3
4,0,0,0,1.0099e+005,300.93,1.1693,0,-0.21039,0.0055956,-4.4651e-018,0.002764,-0.00013084,-0,0.00026488,-0.00013244,-9.5138e-006,-6.5419e-005,7.8574e-006,-6.2699e-021,3.8812e-006,4.9462e-009,-2.8352e-025,1.2068e-009,0,0.13727,0,1.4498e+008,3
4,0,0,0,1.0101e+005,300.93,1.1696,0,-0.19577,0.005557,-3.09e-018,0.0028359,-0.00012068,-0,0.00023648,-0.00011824,-8.2253e-006,-6.0342e-005,7.5363e-006,-4.1905e-021,3.846e-006,4.5518e-009,-1.7606e-025,1.1854e-009,0,0.13732,0,1.4486e+008,3
4,0,0,0,1.0104e+005,300.93,1.1699,0,-0.1804,0.0055083,1.0701e-018,0.0029047,-0.0001102,-0,0.00020898,-0.00010449,-7.0414e-006,-5.5101e-005,7.2139e-006,1.4014e-021,3.8041e-006,4.1784e-009,5.4702e-026,1.1619e-009,0,0.13727,0,1.4473e+008,3
